,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
203,203,5.0,0.3343256711959839,"article, page, wikipedia, use, thank, edit, talk, add, help, link",limit nigga use russian speaker twitter handle use smear trayvon use russian speaker appear twitter policy permanently deactivate account upon request family decease therefore appear likely never trayvon account medium make terribly mistake claim perhaps section article reference news story delete fact delete anyway citation longer link active web page
204,204,5.0,0.7464151978492737,"article, page, wikipedia, use, thank, edit, talk, add, help, link",hello welcome wikipedia thank hope like place decide stay intro page provide helpful information new usersplease check need help visit wikipediaquestions ask talk page place helpme page someone show shortly answer question happy edit see make edit bob birch article afraid remove information source also wikified wish integrate information use reference would welcome reuse info note one copy paste site would copyright thanks
205,205,10.0,0.7254940867424011,"suck, album, engine, bio, dick, ga_review, roman, slow, reorganization, chart",information probably circle around clairvoyant rudolf steiner christian rosenkreuz appear particular human form rembrandt teach rembrandt secret light darkness rembrandt twice give portrait man bring knowledge light darkness one warrior hang glasgow socalled polish rider new york
206,206,11.0,0.928507387638092,"time, article, say, know, do, get, go, make, see, stupid",limp bizkit could fix problem perceive really feel anything strongly affect article fa chance
207,207,0.0,0.7178604602813721,"article, source, section, say, mention, think, know, make, go, thing",first speculative guess well believe next two cite reference last well know obvious article claim still reference
208,208,7.0,0.3990786075592041,"article, use, source, change, make, first, information, say, also, see",another title mind chinese classifier would think anything one ought plural one singular chinese character name though composed fairly transparently compose two part type object whose common use certainly limited china chinese language whereas chinese classifier much descriptive title mean classifier use chinese
209,209,5.0,0.713318943977356,"article, page, wikipedia, use, thank, edit, talk, add, help, link",know check received message follow might respond second one although might need agree main part would need check onwiki part give useful valuable answer hook real life issue certain wikipedia article talkpage know please bitchslap get answer soon xd sure understand always best
210,210,5.0,0.5879178643226624,"article, page, wikipedia, use, thank, edit, talk, add, help, link",middle name carlos robert sit listen wanted go home need think carlos middle name everybody else plymouth still use sapp
211,211,4.0,0.428621381521225,"article, know, say, australian, think, book, get, good, give, use",actually central issue us anthropomorphic animal ultimately article focus instead get drag rabbit hole thing first place
212,212,10.0,0.6209209561347961,"suck, album, engine, bio, dick, ga_review, roman, slow, reorganization, chart",would say quite direct direct situation new review continue added thought would also nice personalize detailed comment address issue contrast less state fuck read wpalbums info subject line edit approve exchange pitchfork metal injection
213,213,7.0,0.7849602103233337,"article, use, source, change, make, first, information, say, also, see",citation need eight week ago put fact demand citation follow sentence concludes capitalism kill approximately million people refers yhe book ie black book capitalism content describe part article book understand notice read sentence get impression number million directly fetch book book present conclusion purport analysis read book therefore know whether true ie whether stand book however imho citation need since whole context refers book correctly sum stand book remove wonder possibly could mean something else namely conclusion doubtful case however mistake put fact template statement conclusion book fact state capitalism kill million people book conclude capitalism kill million people quite another thing possibly could change word conclude include accord something similar context believe misunderstood context personnally find present formulation unambiguous enough quite reasonable summary part article book think conclusion disputable check whether actually dispute reliable source add section criticism actually vision thing add material rummel perhaps least partly could put either head eg commentary anyway dispute whether approximately million kill correctly quote conclusion book fact template remove
214,214,11.0,0.4945422410964966,"time, article, say, know, do, get, go, make, see, stupid",gay person walk say whats villia face lol get
215,215,5.0,0.97541743516922,"article, page, wikipedia, use, thank, edit, talk, add, help, link",deletion discussion hello zhengchengmax want let know discussion whether deleted comment welcome wikipediaarticles deletion new process article deletion group discussion vote usually last seven day need guide contribute last least highly encourage continue improve article sure remove tag deletion nomination top thanks
216,216,5.0,0.7544061541557312,"article, page, wikipedia, use, thank, edit, talk, add, help, link",far control pitcher power pitcher article go would easier include little section pitcher mean can not think much anything different simply normal pitcher certainly enough new article
217,217,10.0,0.6904726624488831,"suck, album, engine, bio, dick, ga_review, roman, slow, reorganization, chart",suck dick
218,218,7.0,0.928545355796814,"article, use, source, change, make, first, information, say, also, see",well cite currently use infobox late article say either inclined agree least unless another cite miss
219,219,4.0,0.9422310590744019,"article, know, say, australian, think, book, get, good, give, use",disagree add gershvin four people arts aleichem kafka chagall portman one rabbi millenniumold maimonides suggest add schneerson instead aleichem
220,220,4.0,0.7493647933006287,"article, know, say, australian, think, book, get, good, give, use",sorry little kid year old want article website dont understand evryone hat page much
221,221,4.0,0.4098051190376282,"article, know, say, australian, think, book, get, good, give, use",common brand shop manage cooperative group old cloverleaf logo many still use different cooperative society mostly corporate logo use website publication article yet finish get section show actual use brand cooperative membership cooperative food cooperative funeral care logos etc logo top article group corporate logo also basis common cooperative branding process roll across consumer cooperative movement confuse situation honest bring partly consumer society desire independent avantages positive identification pretend coop shop leicester run midcounties one manchester run group article attempt clarify murky situation
222,222,2.0,0.5912988185882568,"people, say, article, wikipedia, think, know, see, position, really, make",accord wpnumeral sentence begin figure perhaps would best rephrase men kill attack currently find lead accordingly nice article interest informative pleasure read minor issue way ga listing cheer
223,223,1.0,0.46780988574028015,"nonsense, like, sandbox, use, experiment, consider_vandalism, also, county, add, article",let know could help graphic guy
224,224,2.0,0.8304190039634705,"people, say, article, wikipedia, think, know, see, position, really, make",bury lead word fraud perpetrator appear first sentence article guy crook pure simple write article like call john wilkes booth actor sentence later say oh yeah kill lincoln
225,225,0.0,0.8167182207107544,"article, source, section, say, mention, think, know, make, go, thing",dyk orbitron classmessagebox talk february know update article orbitron create substantially expand know another interesting fact recently create article please suggest know talk page
226,226,5.0,0.6278321743011475,"article, page, wikipedia, use, thank, edit, talk, add, help, link",category article contain howto section create order keep track help edit well like ask two question promote category order help reader find add article category help editor find find howtooish article edit thanks
227,227,6.0,0.5330184698104858,"make, label, article, pa, give, change, see, want, get, new",write need cite reliable source assertion far large chemical endothermic storage event think source conclusively estabish either point easy establish point hundreds paper proof limit chemical storage electron bond well understood energy dense chemical gasoline store ev per atom cold fusion reaction often produce far range ev per atom material cell case chemical fuel reaction chemical ash finish cell gram inert material produce hundred megajoules heat much several kilogram gasoline burn cell content would produce tiny fraction heat fact could burn cell table book room still get much chemical energy therefore chemistry rule calorimeter measure endothermic event accurately measure exothermic event example calorimeter use study show endothermic formation pdd begin experiment since calorimeter show exothermic excess heat would also show endothermic storage proceeds never do heat balance always zero heat burst jed rothwell useful information someone keep erase please note cal tech lewis et al false negative point noninski mile fleischmann describe several paper example one p also name julian schwinger ch see jed rothwell librarian lenrcanrorg
228,228,12.0,0.8452186584472656,"comment, fuck, say, think, go, editor, article, know, time, even",youre also block ban user
229,229,3.0,0.6675828099250793,"article, page, edit, make, name, revert, category, talk, comment, remove",interest storyhowever unfortunately none newspaper source state priest play flag vatican say get permission cardinal enter tournament could easily nothing officially play vatican representative mention source play flag vaticano hand include link avvenirewhen look assume found right one many article chess last week paper align catholic church reference valerio prio allyes search avvenire website hit name article find adolivio capece appear editor italia scacchistica loose translation chess play italy know
230,230,11.0,0.9506413340568542,"time, article, say, know, do, get, go, make, see, stupid",idiot gut fidiots stupid shit site include best buy delete article wonder nobody want use shit anymore jack ass
231,231,5.0,0.9800962805747986,"article, page, wikipedia, use, thank, edit, talk, add, help, link",stylebackgroundcolor pad cellpadding styleborder px solid backgroundcolor verticalaligntop color width cellpadding cellspacing styleverticalaligntop backgroundcolor pad hello steelmanmex welcome wikipedia thank free encyclopedia decide need help check get help ask place talk page ask question please remember sign name talk page use four tilde click show automatically produce username date also please best always fill edit summary field edits useful link facilitate involvement happy editing
232,232,12.0,0.47287383675575256,"comment, fuck, say, think, go, editor, article, know, time, even",strong oppose primary topic discussion since request name reload disambiguation ambiguous
233,233,0.0,0.3275037407875061,"article, source, section, say, mention, think, know, make, go, thing",give insanely long wikilawyering comparison site new york time somehow equivalent find talk page read believe seem incapable take hint literally everyone comment exception briefly resurface long absence terri schiavo page seem rereturned initial foray give gordon complete inability understand basic guideline policy consensus unflagging persistence idea would work perhaps take shot p leave message admins page jzg musical linguist joshz maybe try figure something
234,234,0.0,0.8278838992118835,"article, source, section, say, mention, think, know, make, go, thing",many year ago first happen timbervale use quiet little town middle noone knew happen resident remain public eye many month begin little apartment young lady move new apartment rent would next month move new york gotten dream job timbervale study law year finally accept major law firm odd think huge law firm would locate timbervale town middle nowhere
235,235,4.0,0.9809117317199707,"article, know, say, australian, think, book, get, good, give, use",p ah see probably get info thirdclass nationalist website web author manage get even quote sakellariou wrong freen indeed let make suggestion get respective soapbox spend bit time library instead web argue editwarring still plan rewrite article read borza sakellariou original much recommend everybody else go enter argument base cheap web material
236,236,3.0,0.709737241268158,"article, page, edit, make, name, revert, category, talk, comment, remove",even problem os either able automatically delete entire directory tree recursion ie rmdir require dir empty link b disallow rmdir problematic case unpredictable unexpected application eg case allow rmdir ba disallow rmdir
237,237,9.0,0.9447457790374756,"fact, know, article, call, go, people, time, degree, hypothesis, herd",sometimes tilt quite large angle degree eg tilt lens suggest combine shift adapter make tiltshift system
238,238,2.0,0.9277989864349365,"people, say, article, wikipedia, think, know, see, position, really, make",way say intend follow discussion wtrfc say would welcome weigh right along anyone else interested
239,239,13.0,0.7185346484184265,"source, article, royal, relation, claim, science, ancestry, israel, white, think",alternate world lust excuse article say woman appear scar end counterpart lust believe counterpart woman scar brother want revive dont remember name lust homunculus people remember
240,240,9.0,0.8142714500427246,"fact, know, article, call, go, people, time, degree, hypothesis, herd",know want common kill
241,241,5.0,0.39612650871276855,"article, page, wikipedia, use, thank, edit, talk, add, help, link",privilege seem like come idea add page last convenient time fafl review oh well skim though corps dictionary term sp jp zp stick head quick google search would seem common term rotc program sure one privilege section would suffice would allow us shorten wildcat whoop section pull section moreover term dead elephant think could shorten term dead explain dead aggies consider people longer allow give privilege student anymore sp jp zp find corps dictionary reference witch make easy big change wait end review
242,242,8.0,0.6787557005882263,"name, think, article, arab, common, time, use, read, christian, card",disagree per amatulic
243,243,7.0,0.7607077360153198,"article, use, source, change, make, first, information, say, also, see",remove advertisement tag nothing article claim advertisement tag since february person make claim advertisement point advertisement otherwise tag meaningless
244,244,8.0,0.9506616592407227,"name, think, article, arab, common, time, use, read, christian, card",nickelback lyric bad father hand iined dirt iong day fieid mother hand serve meais cafe main street mouth fee tryin keep ciothing back aii hear bad bad bad stupid iate wrong iong bad time rewind let us waik iet taik let us taik ieft without say goodbye aithough sure tried caii house time time make sure aiive right need dream bad bad bad stupid iate wrong iong bad time rewind let us waik iet taik bad bad stupid iate wrong iong bad time rewind let us waik iet taik let us taik father hand line guiit tear us apart guess turn end iook make stiii get ciothing back scream bad bad bad bad bad stupid iate wrong iong bad time rewind let us waik iet taik bad bad stupid iate wrong iong bad time rewind let us waik iet taik long time iet waik iet taik
245,245,12.0,0.6382191777229309,"comment, fuck, say, think, go, editor, article, know, time, even",show flag blue flag rule introduce
246,246,7.0,0.7910598516464233,"article, use, source, change, make, first, information, say, also, see",brazil flag july utc july utc dont understand brazilian flag delete public symbol picture brazilian constitution forbides use flags clothing something else fair however dont see trouble think thank july utc
247,247,0.0,0.5693182349205017,"article, source, section, say, mention, think, know, make, go, thing",yes bridgmanstockbarger think may correct spell although article exist wikipedia name yet think
248,248,9.0,0.894608199596405,"fact, know, article, call, go, people, time, degree, hypothesis, herd",edits slight improvement still poorly write confuse incomplete rossmoor edit also add redundancy handle police fire protection rossmoor seal beach influence rossmoor besides rossmoor shopping center gall admit understand unique nature rossmoor still think could edit article since say know individual involve rossmoor oclafco explain
249,249,5.0,0.4938906133174896,"article, page, wikipedia, use, thank, edit, talk, add, help, link",classtalknotice know update fact article stadion grazliebenau recently create featured section main page know another interesting fact recently create article please suggest know talk page
250,250,11.0,0.9062345623970032,"time, article, say, know, do, get, go, make, see, stupid",think time put shut start fa review see pan
251,251,4.0,0.5643073320388794,"article, know, say, australian, think, book, get, good, give, use",shit happen mate laugh matter family anymore gon na call police priest mental institute aware ask monthlong religious event call hungry ghost festival see also study taoist ghost festival singapore do spi previously celebrate annually widely region century month break petas ghost pali return human realm visit love one old haunt etc increase spate report sighting yes report chinese english newspaper previously even sighting british ally soldier historic battle site kill execute wwii report compiled book mention previous discussion esp possess third eye ability individual spiritual advance training courtesy past life ie former serious lay practitioner religious teacher monk nun man really disturb see extra folk midst frighten visage behaviour hang around place n least expected bad get shrug though everything normal holiday refuse leave end wander spirit live haunting among midst may even lumber quite due past karmic link maybe former buddy close relative bad nightmare enemy even bedroom washroom horror aware presence somehow feel act namo amituofo
252,252,13.0,0.5902231335639954,"source, article, royal, relation, claim, science, ancestry, israel, white, think",white hispanic white hispanic page white british white australian white canadian page delete white american page stil exist wikipedia biased exists suit americans secondly write austrlaia sure necessarily imply us term think hispanic us implied spanish speaking people americas spain degree whiteness pertain whether looked european finally image people like rita hayworth raquel welch page mixed irish northern europeanparent case create page call white east indian include imageds nikki bedi nasser hussain ronnie irani
253,253,7.0,0.8677408695220947,"article, use, source, change, make, first, information, say, also, see",semiuseless link blurry rather illegible ca depiction coat arm priory black canon monastery christ church near aldgate claim included harley m f r st john write island patmos lovell lectionary sure show right page
254,254,4.0,0.8124323487281799,"article, know, say, australian, think, book, get, good, give, use",chavez chavez scum bag
255,255,9.0,0.44602352380752563,"fact, know, article, call, go, people, time, degree, hypothesis, herd",youre waste time
256,256,5.0,0.9861151576042175,"article, page, wikipedia, use, thank, edit, talk, add, help, link",speedy deletion impulse novel tag place impulse novel request speedily delete wikipedia do section g criterion speedy deletion article seem blatant advertising promotes company product group service person would need fundamentally rewritten order become encyclopedia article please read guideline spam well wikipediabusiness faq information think notice place error may contest deletion add top article exist speedy deletion db tag couple add note article talk page explain position aware tagged speedy deletion article meet criterion may delete without delay please remove speedy deletion tag hesitate add information article would would render conformance wikipedia policy guideline
257,257,1.0,0.8905998468399048,"nonsense, like, sandbox, use, experiment, consider_vandalism, also, county, add, article",wow offensive wikipedia job fuel religious hatred bigotry do good job article every bigoted antireligious website hell pick editor use train tolerance responsible article write historical note nazi publish picture sacred jewish clothes symbols ridicule sure educational purpose heil bigotry
258,258,1.0,0.7743219137191772,"nonsense, like, sandbox, use, experiment, consider_vandalism, also, county, add, article",egyptian deity article iat minor goddess milk association nurture childbirth mainly goddess milk since deity supervise childbirths be haqet meskhenet good dyk hook good number uncovered mountain mar see
259,259,7.0,0.7644485831260681,"article, use, source, change, make, first, information, say, also, see",need change point towards part article already agree replaced expect see evidence consensus change post entire current article way decipher need change
260,260,10.0,0.5331385135650635,"suck, album, engine, bio, dick, ga_review, roman, slow, reorganization, chart",maybe suck dick
261,261,7.0,0.6998671293258667,"article, use, source, change, make, first, information, say, also, see",point sing nun talkpage information relationship p cher copiously source appear common knowledge speak french way compagne absolutely use female romantic partnerlife partner english equivalent companion fall use favor partner advent ssm also uncommon quotation dictionnaire des provocateur present think consider include bit remaining closet since state p cher love life really strong source idea gay know rest kind usergenerated content comment authorsden consider reliable source likewise sure would even bother cite source author admit fiction think ignore rely reliable source vindicator source see say irrelevance sexual orientation even far practice statement potentially useful article decker use original synthesis maybe vow chastity article author decker word mean live man know implication article lesbian relationship simply mention
262,262,5.0,0.4738413691520691,"article, page, wikipedia, use, thank, edit, talk, add, help, link",category discussion nomination categorylgbt musical group categorylgbt musical group create nominated deletion merge rename would like participate discussion invite add comment category entry category discussion page thank
263,263,5.0,0.700332522392273,"article, page, wikipedia, use, thank, edit, talk, add, help, link",write personal message sure way go p soetermans
264,264,5.0,0.6409506797790527,"article, page, wikipedia, use, thank, edit, talk, add, help, link",semiprotected edit request november natgeo aviation fanatic may hear air crash investigation like confirm new episode episodes series know united express beechcraft c asiana boeing er ups boeing f elal boeing f ndola dc crash douglas dc atlantic bae garuda boeing spanair mcdonnell douglas md atlantic southeast embraer tam fokker
265,265,12.0,0.5040208697319031,"comment, fuck, say, think, go, editor, article, know, time, even",read dick hello wanker dynamic ip address easily change also think tell lordcomputerhero
266,266,7.0,0.4451749920845032,"article, use, source, change, make, first, information, say, also, see",go tony miano post false slanderous information well know author speaker like personal problem maliciously relentless continue post article remove threaten legal action advise wiki tony legal action already take also please unblock right remove anymore harsh comment tony post even lock page post lie talk page mark cahill see tired attack privately publicly mr cahill fear livelihood reputation base threat receive crazy man please help us remove threat wikipedia policy clear say contentious material living person unsourced poorly source must remove immediately article talk page especially potentially libellous material repeatedly insert concern edits relate live person please report issue biographies live person noticeboard connect one subject article need help issue related please see page
267,267,7.0,0.7181726098060608,"article, use, source, change, make, first, information, say, also, see",lol know class system change care place still rotten reason even acknowledge existence point site matter nothing people go around revert get rid detail gang new user wonder site still mess
268,268,4.0,0.7144157886505127,"article, know, say, australian, think, book, get, good, give, use",thought one objectives front page dyk appearance get eyeball edits poor little article need help hand
269,269,9.0,0.6848626136779785,"fact, know, article, call, go, people, time, degree, hypothesis, herd",find fixed write yobot page mistake do due wrong categorisation
270,270,5.0,0.48349156975746155,"article, page, wikipedia, use, thank, edit, talk, add, help, link",thanks alot start backlog consider one article time work get good day
271,271,11.0,0.7109746932983398,"time, article, say, know, do, get, go, make, see, stupid",darn talkbacks p big deal happen talk page get busy anyways many many edits come hug
272,272,12.0,0.8241509795188904,"comment, fuck, say, think, go, editor, article, know, time, even",cool seem fair amount support merger opposition yet voice please somebody know take next step us
273,273,3.0,0.9640316963195801,"article, page, edit, make, name, revert, category, talk, comment, remove",sandy lam seem sandy lam article attack anon vandal time thought ban although suspect one person therere clear denigratory edit people know artiste would easily mislead hence concern
274,274,2.0,0.9532666802406311,"people, say, article, wikipedia, think, know, see, position, really, make",read dj work music also professional something many people agree say robert christgau opinion believe habit either narrow mind lack course opinion
275,275,11.0,0.7128814458847046,"time, article, say, know, do, get, go, make, see, stupid",yall completely ridiculous hard get page wikipedia person manager contact information like contact complain eagle hard deal
276,276,7.0,0.7889402508735657,"article, use, source, change, make, first, information, say, also, see",travb feel need attack people venomous sarcasm poor taste poor form mostly constructive comment back attack think emotional npov issue time
277,277,9.0,0.8838635683059692,"fact, know, article, call, go, people, time, degree, hypothesis, herd",guess psychologist waste time ill let know shall
278,278,7.0,0.6217905282974243,"article, use, source, change, make, first, information, say, also, see",thanks message refactoring comment stand however party arbcomm case issue call sanchez liar reveal offwiki id post link think violate wikipedia policy sanchez unhinge behavior tolerate long reflect poorly bureaucrats least one reveal mentor sanchez offline libel editor whole affair reek without talk page comment
279,279,3.0,0.9622777700424194,"article, page, edit, make, name, revert, category, talk, comment, remove",valoem screw nice adversarial conversation subject go sideroads contributor take high road talk subject participant let close read comment decide trust closer take account
280,280,4.0,0.45198050141334534,"article, know, say, australian, think, book, get, good, give, use",thank stylebackgroundcolor border px solid rowspan styleverticalalign middle pad px stylefontsize xlarge pad px px px height em douchbag styleverticalalign middle pad px fack biawch thank stylebackgroundcolor border px solid rowspan styleverticalalign middle pad px stylefontsize xlarge pad px px px height em bitch styleverticalalign middle pad px fack thank stylebackgroundcolor border px solid rowspan styleverticalalign middle pad px stylefontsize xlarge pad px px px height em cunt styleverticalalign middle pad px asshole thank stylebackgroundcolor border px solid rowspan styleverticalalign middle pad px stylefontsize xlarge pad px px px height em whore styleverticalalign middle pad px bitch
281,281,12.0,0.8839169144630432,"comment, fuck, say, think, go, editor, article, know, time, even",fuckthis guy already go conversation another guy whats wrong
282,282,7.0,0.9531874060630798,"article, use, source, change, make, first, information, say, also, see",image please restore link first sentence comment remove part comment first sentence polemical statement mean piss people comparison drunk driving
283,283,3.0,0.6002474427223206,"article, page, edit, make, name, revert, category, talk, comment, remove",please check page since restore someone merely wikilinked reason therefore remove markup link grateful also read information use talk page particularly order familiarise thread discussion comprehensibility thank
284,284,6.0,0.9684942960739136,"make, label, article, pa, give, change, see, want, get, new",list include john nowell work handloom weaver well know bryologist liverwort genus nowellia name obelisk erected memory ground pariah church source mosse liverworts ron porley nick hodgetts collins new naturalist series
285,285,5.0,0.44287630915641785,"article, page, wikipedia, use, thank, edit, talk, add, help, link",user year edits reversion edits correct date wikified see wikipediatimeline standard wikipediawikiproject year may confusion standard recently clarify see wikipediawikiproject yearsaugust survey resultsill revert edits suggest user get username use edit summary
286,286,8.0,0.8815335631370544,"name, think, article, arab, common, time, use, read, christian, card",please change nepal bhasa sir please move nepal bhasa newari
287,287,5.0,0.7057900428771973,"article, page, wikipedia, use, thank, edit, talk, add, help, link",vandalism reversion vince mcmahon thanks catch look difference edits eye catch different ip problem look like someone take advantage dynamic ip anton might want reconsider edits haydar disambiguation page names perfectly normal look instance rani problem haydar page shia muslims wish annex ali ibn abi talib already long article nobody wikipedia get two article however number haydars haiders article reader want find right one use disambiguation page get step edit war think pick wrong side please look little harder talk page decide right wrong also seem delete chunk talk page th infantry might want look talk page accuse discussin matter start edit war repeatedly state reason talk page go start pretend superior judge everyone else edit suggest look discussion talk page take npov stance jadger look detail look like issue would better settle people know issue detail particular reason interpret vandalism active debate around issue discussion page time second reading recognize consensus toward remove quote deletion seem valid relevant content still discussion without ee talk notice summary warn talk page delete comment page make sound like revert war see rash pov deletion minimize ignore killing ethnic minority reed college page understand revert teh reed talk page put blank notice talk page take two second would see comment already archive arbcom dispute concern complete refactoring found problem unless explain go ahead archive redundant comment gnetwerker issue talk page seem open discussion ironduke refactoring process use seem agree policy wikipediahow archive talk page least would suggest link archive top page err side remove discussion article talk page especially issue still discuss take time research issue would discover link archive page top talk page dispute resolve arbcom find refactoring inappropriate finally ironduke go away would thank take time educate issue choose intervene see resolve abscom reference link might consider archive section talk page also since seem close issue exactly revert
288,288,0.0,0.7840296626091003,"article, source, section, say, mention, think, know, make, go, thing",june utc pain admit agree ranze miss prison section remove hand music ear hear guy complain double standard week cram one everyone throats several thousand year issue men right versus men right movement versus ever topic name one source soon article get create plague red linkers show start quote blogs newsletter sort unusable source suggest folk wish start article someone user page whatever seem cover topic publish opinion men need take hard honest look suffer come totally believe come recognize feminist men profit suffering
289,289,12.0,0.816066563129425,"comment, fuck, say, think, go, editor, article, know, time, even",date include historical date fuck bastard oe feb
290,290,4.0,0.6475144028663635,"article, know, say, australian, think, book, get, good, give, use",hi watch expansion reorg regard lead whatever write term comparative superlative definition really best find source plenty exist attribute would cite do article book short story fa sun also rise
291,291,7.0,0.7105790972709656,"article, use, source, change, make, first, information, say, also, see",wpgoce november backlog elimination drive barnstars styleborder px solid gray backgroundcolor rowspan valignmiddle rowspan stylefontsize xlarge pad verticalalign middle height em excellent order caretaker star styleverticalalign middle bordertop px solid gray barnstar award miniapolis copy edits total word part goce november copy edit drive thanks voluminous work styleborder px solid gray backgroundcolor rowspan valignmiddle rowspan stylefontsize xlarge pad verticalalign middle height em guild copy editor leaderboard award total article rd place styleverticalalign middle bordertop px solid gray leaderboard barnstar award miniapolis copyedit article goce november backlog elimination drive congratulation thank contribution styleborder px solid gray backgroundcolor rowspan valignmiddle rowspan stylefontsize xlarge pad verticalalign middle height em guild copy editor leaderboard award total word th place styleverticalalign middle bordertop px solid gray leaderboard barnstar award miniapolis copyediting word goce november backlog elimination drive congratulation thank contribution styleborder px solid gray backgroundcolor rowspan valignmiddle rowspan stylefontsize xlarge pad verticalalign middle height em guild copy editor leaderboard award k article th place styleverticalalign middle bordertop px solid gray leaderboard barnstar award miniapolis copyedit long article goce november backlog elimination drive congratulation thank contribution styleborder px solid gray backgroundcolor rowspan valignmiddle rowspan stylefontsize xlarge pad verticalalign middle height em guild copy editor leaderboard award old article rd place styleverticalalign middle bordertop px solid gray leaderboard barnstar award miniapolis copyedit old article goce november backlog elimination drive congratulation thank contribution
292,292,6.0,0.6374021172523499,"make, label, article, pa, give, change, see, want, get, new",many article issue discuss archived editor encourage review archive undertake major change
293,293,11.0,0.9677339792251587,"time, article, say, know, do, get, go, make, see, stupid",apology see really blame action indicative exclusive autocratic selfglorified club know wikipedia wikiauocrats decide information important simply put bullshit wrong blame truth whole fucking site blame fuck wikipedia
294,294,8.0,0.7934872508049011,"name, think, article, arab, common, time, use, read, christian, card",relationship remember csi crime scene investigation episodes watched number match allele determine biological relationship two person call dumbbunny mind understand relationship thing work article seem mention aspect alleleism thank time
295,295,8.0,0.792190670967102,"name, think, article, arab, common, time, use, read, christian, card",big four criticism depend manchester city club outside big four win league upcoming season yes probably could change need section right think section still since manchester united arsenal chelsea still possess threat
296,296,3.0,0.965481162071228,"article, page, edit, make, name, revert, category, talk, comment, remove",blp allegation quote top talk page article make allegation make bad encyclopedia article especially sort pov attach thereto fascinate see add allegation blp note edit summary naturally blp defender as
297,297,12.0,0.7788600921630859,"comment, fuck, say, think, go, editor, article, know, time, even",mean make link go managment distribute management simply need as double square bracket around something make link example distribute management make distribute management answered question please ask
298,298,9.0,0.7280752062797546,"fact, know, article, call, go, people, time, degree, hypothesis, herd",jamesbwatson meanie protect zoo article aint member zoo project would cross protect plan go zoos next year need add find refuse listen people block whoever talk can not protect something certain user let see edit let protect talk page go block let day wish stop protect thing want protect lastly either ip side side please edit adelaide zoo article jamesbwatson guess jamesbwatson call behind back call big butt
299,299,4.0,0.9063898324966431,"article, know, say, australian, think, book, get, good, give, use",okay look credit episode list star start guest star also star end would define guest star always think guest star michael jackson glenn close appear simpson well know celebrity appear short role least rule original research worry read reply still like list least know come seem consistent episode find
300,300,3.0,0.639054000377655,"article, page, edit, make, name, revert, category, talk, comment, remove",template help create collaboration month template wikiproject lutheranism could use little help base article improvement drive template see history do work problem switch tl article height greatly increase would like keep banner slim like experienced enought template fix little glitch help would greatly appreciated thanks advance
301,301,10.0,0.5358147025108337,"suck, album, engine, bio, dick, ga_review, roman, slow, reorganization, chart",wikii suck projectbannershell
302,302,13.0,0.515131950378418,"source, article, royal, relation, claim, science, ancestry, israel, white, think",gay dude gay canadia listen cannibal cock like comedy stylings larry cable guy guess foot tall fat asian
303,303,11.0,0.9608016610145569,"time, article, say, know, do, get, go, make, see, stupid",consider do hey original editor island development creator lake erie island finish glacial groove state memorial btw thanks expand article tourist love island john
304,304,3.0,0.6553623080253601,"article, page, edit, make, name, revert, category, talk, comment, remove",arse look know article least right edit write make satisfactory eye please revert edits without discuss first go edit war shall undo revert one final time
305,305,12.0,0.5548158884048462,"comment, fuck, say, think, go, editor, article, know, time, even",quarrel troop victorious entry athens chapter hitler want without special parade avoid injure greek national pride mussolini ala insist glorious entry city italian troop f hrer yield italian demand together german italian troop march athens miserable spectacle lay gallant ally must produce hollow laughter greek wilhelm keitel propose insert box delete cast italian bad light nothing enhance article balance neutrality fact detract keitel view highlight first place design denigrate italian simply german general view mean include article give undue weight keitel opinion opinion fact opinion german general put denigrate eventual occupation greece italian
306,306,12.0,0.9041538238525391,"comment, fuck, say, think, go, editor, article, know, time, even",utc agree html xml xhtml cs seem conspicuously absent list add july
307,307,7.0,0.9778626561164856,"article, use, source, change, make, first, information, say, also, see",seem notable westgate mall shoot comment notable westgate mall elsewhere clearly false westgate mall exist long article kenyan mall create due attack also westgate shop centre appear malls one already link westgate mall article red link nz one probably notable really mall although contain
308,308,3.0,0.6848851442337036,"article, page, edit, make, name, revert, category, talk, comment, remove",internationally capped player begin section say section internationally cap player perfectly encyclopaedic ground show quality player rebel able sign notability gareth delve danny cipriani within rugby community draw attention rebel early day right list reflect player also demonstrate contribution rebel make australian rugby rugby community overseas example eddie aholelei release representative duty pacific nation cup recruitment shota horie indicative standard rugby player develop japan furthermore section comparable notable player section rugby team queensland red page one player rebel play game nic henderson play game rebel instead notable player would suggest current international player serf purpose highlight player rise next level rugby represent country someone explain section unnecessary move section keep
309,309,5.0,0.9869143962860107,"article, page, wikipedia, use, thank, edit, talk, add, help, link",fly money manager tag place fly money manager request speedily delete wikipedia do criterion speedy deletion article seem blatant advertising promotes company product group service person would need fundamentally rewritten order become encyclopedia article please read general criterion speedy deletion particularly item well guideline spam indicate subject article blatant advertising may contest tag please add top fly money manager leave note article talk page explain position please remove speedy deletion tag hesitate add information article would help make encyclopedic well add citation reliable source ensure article verifiable feel free leave note talk page question
310,310,4.0,0.5160795450210571,"article, know, say, australian, think, book, get, good, give, use",post picture one would clearly illegal picture would misrepresentation child pornography well argument picture appear article primary purpose seem titillate educate say point try close barn door horse leave fhu
